mother_has_secondary_education,mother_has_college_education,birth_month_num,birth_month_name,gender,internet_connection,repeated_secondary,score_math,n_students_in_school
1.0,1.0,4,April,Female,Yes,"No, never",522.2258,768.0
1.0,1.0,1,January,Female,Yes,"No, never",576.8346,768.0
1.0,0.0,6,June,Male,Yes,"No, never",407.1015,768.0
1.0,0.0,9,September,Female,Yes,"No, never",591.1582000000001,768.0
1.0,1.0,4,April,Female,Yes,"No, never",510.2742,768.0
1.0,1.0,3,March,Male,Yes,"No, never",531.4695999999999,768.0
1.0,0.0,11,November,Female,Yes,"No, never",559.765,768.0
1.0,0.0,12,December,Male,Yes,"No, never",452.2592000000001,768.0
1.0,1.0,4,April,Male,Yes,"No, never",501.45799999999997,768.0
0.0,0.0,6,June,Male,No,"No, never",384.42119999999994,768.0
1.0,0.0,9,September,Female,Yes,"No, never",467.543,768.0
1.0,0.0,7,July,Female,Yes,"No, never",555.9298,768.0
,,8,August,Male,No,"Yes, once",372.913,768.0
1.0,0.0,1,January,Female,Yes,"No, never",456.8825,768.0
1.0,1.0,3,March,Female,Yes,"No, never",593.2485,1001.0
1.0,0.0,11,November,Male,Yes,"No, never",447.5286,1001.0
1.0,1.0,11,November,Female,Yes,"No, never",529.7214000000001,1001.0
1.0,1.0,6,June,Male,Yes,"No, never",489.2969999999999,1001.0
1.0,1.0,3,March,Female,Yes,,276.08060000000006,1001.0
1.0,0.0,6,June,Female,Yes,"No, never",577.7886999999998,1001.0
1.0,0.0,4,April,Female,Yes,"No, never",467.7477,1001.0
1.0,1.0,7,July,Male,Yes,"No, never",550.7945,1001.0
1.0,1.0,4,April,Female,Yes,"No, never",514.8289,1001.0
1.0,1.0,1,January,Male,Yes,"No, never",484.3021,1001.0
1.0,1.0,5,May,Female,Yes,"No, never",606.8607,1001.0
1.0,0.0,12,December,Female,Yes,"No, never",448.8496999999999,1001.0
1.0,0.0,6,June,Female,Yes,"No, never",591.2184,1001.0
1.0,1.0,9,September,Male,Yes,"No, never",447.99440000000004,1001.0
1.0,0.0,5,May,Male,Yes,"No, never",553.7642999999999,1001.0
1.0,0.0,2,February,Male,Yes,"No, never",531.1018,1001.0
,0.0,12,December,Male,Yes,"No, never",471.87029999999993,1001.0
1.0,1.0,11,November,Female,Yes,"No, never",535.9909,1001.0
1.0,1.0,11,November,Male,Yes,"Yes, once",435.08129999999994,1001.0
1.0,1.0,8,August,Female,Yes,"No, never",522.7171999999999,1001.0
1.0,0.0,6,June,Female,Yes,"No, never",552.0377999999998,1001.0
1.0,0.0,3,March,Male,Yes,"No, never",604.5995,1001.0
1.0,1.0,2,February,Male,Yes,"No, never",567.9405,1001.0
1.0,1.0,5,May,Male,Yes,"No, never",504.09049999999996,1001.0
1.0,0.0,2,February,Female,Yes,"No, never",602.5648,1001.0
1.0,0.0,12,December,Female,Yes,"No, never",567.3909000000001,1001.0
1.0,1.0,7,July,Male,Yes,"No, never",396.36839999999995,1001.0
1.0,1.0,2,February,Male,Yes,"No, never",485.7206,1001.0
,,3,March,Male,Yes,"No, never",469.9057000000001,1001.0
1.0,1.0,6,June,Female,Yes,"No, never",571.8064999999999,1001.0
1.0,0.0,7,July,Male,Yes,"Yes, once",481.69269999999995,1001.0
1.0,1.0,10,October,Female,Yes,"No, never",464.2691,1001.0
1.0,1.0,11,November,Female,Yes,"No, never",530.867,1001.0
1.0,1.0,6,June,Male,Yes,"No, never",607.9137000000001,1001.0
1.0,0.0,4,April,Male,Yes,"No, never",535.5526,1001.0
1.0,1.0,2,February,Male,Yes,"No, never",608.3587,1001.0
1.0,1.0,1,January,Female,Yes,"Yes, once",478.2647,718.0
1.0,1.0,8,August,Male,Yes,"No, never",504.4452,718.0
1.0,0.0,7,July,Female,Yes,"No, never",456.6857,718.0
1.0,1.0,6,June,Female,Yes,"No, never",446.1968,718.0
1.0,1.0,10,October,Female,Yes,"Yes, twice or more",420.54110000000003,718.0
1.0,0.0,6,June,Male,Yes,"No, never",610.6133000000001,718.0
1.0,0.0,4,April,Male,Yes,"Yes, once",404.2495,718.0
1.0,1.0,2,February,Male,Yes,"No, never",553.3143,718.0
1.0,0.0,3,March,Female,Yes,"No, never",443.7791,718.0
1.0,1.0,11,November,Female,Yes,"Yes, once",379.8501,718.0
0.0,0.0,7,July,Female,Yes,"No, never",562.1372,718.0
1.0,1.0,4,April,Male,Yes,,302.8479,718.0
1.0,,4,April,Male,Yes,"Yes, once",290.0824,718.0
1.0,1.0,4,April,Male,Yes,,456.4491,718.0
1.0,1.0,3,March,Male,Yes,"Yes, once",395.0321,718.0
1.0,1.0,7,July,Female,Yes,"No, never",512.8996999999999,718.0
1.0,0.0,6,June,Male,Yes,"Yes, once",347.97200000000004,718.0
1.0,0.0,11,November,Male,Yes,"Yes, once",452.5357,718.0
1.0,1.0,7,July,Female,Yes,"No, never",485.85870000000006,718.0
0.0,0.0,1,January,Female,Yes,"No, never",626.8995000000001,718.0
1.0,1.0,11,November,Male,Yes,"Yes, once",479.6758,718.0
1.0,0.0,11,November,Male,Yes,"Yes, twice or more",429.1905,718.0
1.0,1.0,3,March,Female,Yes,"No, never",523.0349,718.0
1.0,0.0,2,February,Female,Yes,"No, never",572.0327,718.0
1.0,0.0,6,June,Male,Yes,"No, never",567.6377,718.0
0.0,0.0,4,April,Female,Yes,"No, never",529.8432,718.0
1.0,1.0,5,May,Female,,"No, never",492.53909999999996,718.0
1.0,1.0,8,August,Female,Yes,"No, never",478.55510000000004,718.0
1.0,1.0,3,March,Male,Yes,"No, never",553.2162999999999,718.0
1.0,0.0,11,November,Female,Yes,"Yes, once",477.49449999999996,718.0
1.0,0.0,11,November,Male,Yes,"No, never",498.66279999999995,718.0
1.0,0.0,3,March,Male,Yes,"Yes, once",388.3401,718.0
1.0,1.0,6,June,Female,Yes,"Yes, once",248.4018,718.0
1.0,1.0,12,December,Male,Yes,"No, never",473.0455,718.0
1.0,1.0,1,January,Female,Yes,"No, never",475.6867000000001,718.0
1.0,1.0,11,November,Female,Yes,"Yes, once",386.96999999999997,764.0
1.0,1.0,9,September,Male,Yes,"No, never",471.18330000000003,764.0
1.0,1.0,8,August,Female,Yes,"No, never",556.2111000000001,764.0
0.0,0.0,12,December,Female,Yes,"No, never",498.8032999999999,764.0
1.0,1.0,12,December,Male,Yes,"No, never",613.0699999999999,764.0
1.0,1.0,1,January,Female,Yes,"Yes, once",419.5549,764.0
1.0,0.0,5,May,Female,Yes,"No, never",509.8812,764.0
1.0,1.0,12,December,Female,Yes,"No, never",495.75159999999994,764.0
1.0,0.0,4,April,Female,Yes,"Yes, once",454.28960000000006,764.0
1.0,1.0,10,October,Female,Yes,"No, never",524.8752000000001,764.0
1.0,0.0,9,September,Male,Yes,"No, never",661.9913,764.0
1.0,1.0,7,July,Male,Yes,"No, never",565.3691,764.0
1.0,1.0,9,September,Female,Yes,,419.1071,764.0
1.0,0.0,9,September,Female,Yes,"No, never",467.21639999999996,764.0
1.0,1.0,7,July,Male,Yes,"No, never",489.9638,764.0
1.0,1.0,4,April,Male,Yes,"Yes, once",525.5409,764.0
1.0,0.0,10,October,Female,Yes,"No, never",416.35429999999997,764.0
1.0,0.0,3,March,Female,Yes,"No, never",556.1478,764.0
1.0,1.0,10,October,Female,Yes,"No, never",457.9431000000001,764.0
1.0,1.0,11,November,Female,Yes,"No, never",470.81050000000005,764.0
1.0,1.0,1,January,Female,Yes,"Yes, once",375.02349999999996,764.0
1.0,0.0,7,July,Male,Yes,"No, never",554.6912,764.0
1.0,1.0,5,May,Female,Yes,"No, never",455.91399999999993,764.0
1.0,1.0,8,August,Female,Yes,"Yes, once",380.02009999999996,764.0
1.0,1.0,6,June,Female,Yes,"No, never",454.85960000000006,764.0
1.0,1.0,2,February,Female,Yes,"No, never",584.9739999999999,764.0
1.0,1.0,8,August,Female,Yes,"Yes, once",457.0665000000001,764.0
1.0,1.0,10,October,Male,Yes,"Yes, once",505.11220000000003,764.0
1.0,0.0,5,May,Male,Yes,"No, never",551.2528000000001,764.0
1.0,1.0,5,May,Female,Yes,"No, never",599.5731,764.0
1.0,1.0,9,September,Male,Yes,"Yes, twice or more",463.29359999999997,764.0
,,2,February,Female,Yes,"Yes, once",408.2526,764.0
1.0,0.0,8,August,Male,Yes,"Yes, once",481.1762999999999,764.0
1.0,1.0,6,June,Female,Yes,"Yes, once",362.55080000000004,364.0
1.0,0.0,8,August,Male,Yes,"No, never",551.2727000000001,364.0
1.0,1.0,9,September,Male,Yes,"Yes, once",512.9838000000001,364.0
0.0,0.0,10,October,Male,Yes,"Yes, once",489.56419999999997,364.0
0.0,,3,March,Female,Yes,"Yes, once",374.0827,364.0
1.0,1.0,8,August,Male,Yes,"No, never",556.2709000000001,364.0
0.0,0.0,7,July,Male,Yes,"Yes, once",460.4103,364.0
1.0,,8,August,Female,Yes,,331.25780000000003,364.0
0.0,0.0,5,May,Male,Yes,"No, never",574.7322,364.0
1.0,0.0,1,January,Female,Yes,"Yes, once",463.683,364.0
0.0,0.0,10,October,Female,Yes,"No, never",414.86490000000003,364.0
1.0,1.0,12,December,Female,Yes,"No, never",474.42659999999995,364.0
1.0,0.0,8,August,Male,Yes,"Yes, once",450.3217000000001,364.0
1.0,0.0,4,April,Male,Yes,"No, never",454.6306000000001,364.0
0.0,0.0,8,August,Female,Yes,"No, never",480.0482,364.0
1.0,1.0,6,June,Female,Yes,"No, never",468.7950000000001,364.0
1.0,0.0,12,December,Male,Yes,"No, never",521.1793,364.0
1.0,1.0,8,August,Male,Yes,"Yes, once",330.90009999999995,364.0
0.0,0.0,12,December,Male,Yes,"No, never",551.2097,364.0
0.0,0.0,9,September,Female,Yes,"No, never",400.19539999999995,364.0
1.0,0.0,10,October,Female,Yes,"No, never",476.59929999999997,364.0
0.0,0.0,10,October,Male,Yes,"Yes, once",442.68600000000004,364.0
1.0,0.0,3,March,Male,Yes,"Yes, once",475.7263,364.0
1.0,0.0,5,May,Male,Yes,"No, never",546.4924000000001,364.0
1.0,1.0,7,July,Female,Yes,"No, never",578.2998,364.0
1.0,0.0,2,February,Female,Yes,"No, never",482.1,364.0
1.0,0.0,9,September,Female,Yes,"Yes, once",388.38230000000004,364.0
0.0,0.0,12,December,Female,Yes,"Yes, once",259.4933,364.0
1.0,0.0,3,March,Female,Yes,"Yes, once",497.4925,364.0
1.0,1.0,4,April,Male,Yes,"No, never",500.158,364.0
0.0,0.0,9,September,Male,Yes,"No, never",375.6101,364.0
1.0,1.0,8,August,Female,Yes,"No, never",558.656,364.0
1.0,0.0,11,November,Female,Yes,"No, never",532.8472,364.0
1.0,0.0,10,October,Female,No,"Yes, once",371.4301,364.0
1.0,1.0,7,July,Male,Yes,"No, never",462.85560000000004,364.0
0.0,0.0,11,November,Male,Yes,"No, never",533.109,364.0
1.0,0.0,8,August,Female,Yes,"No, never",431.42839999999995,364.0
0.0,0.0,1,January,Female,Yes,"No, never",588.0743,364.0
1.0,1.0,9,September,Male,Yes,"No, never",529.3484000000001,364.0
0.0,0.0,5,May,Male,Yes,"No, never",494.2357,364.0
1.0,1.0,8,August,Male,Yes,"Yes, once",366.3239,364.0
1.0,1.0,3,March,Male,Yes,"No, never",426.25019999999995,
1.0,1.0,5,May,Female,Yes,"No, never",475.5784,
1.0,1.0,2,February,Female,Yes,"No, never",621.2996999999999,
1.0,0.0,12,December,Female,Yes,"No, never",574.1496999999999,
1.0,1.0,4,April,Female,Yes,"No, never",600.6103999999999,
1.0,1.0,11,November,Female,Yes,"No, never",609.7142,
1.0,1.0,4,April,Female,Yes,"No, never",519.9069000000001,
1.0,1.0,1,January,Male,Yes,"No, never",651.1171,
1.0,1.0,11,November,Female,Yes,"No, never",651.069,
1.0,1.0,1,January,Male,Yes,"No, never",586.6083000000001,
1.0,1.0,12,December,Female,Yes,"No, never",582.4178999999999,
1.0,1.0,12,December,Female,Yes,"No, never",562.4868,
1.0,1.0,7,July,Female,Yes,"No, never",443.17299999999994,
1.0,1.0,12,December,Female,Yes,"No, never",633.9424999999999,
1.0,1.0,8,August,Female,Yes,"No, never",547.1613999999998,
1.0,1.0,12,December,Male,Yes,"No, never",530.3537,
1.0,1.0,7,July,Male,Yes,"No, never",560.1544,
1.0,1.0,3,March,Female,Yes,"No, never",532.8151,
1.0,1.0,8,August,Male,Yes,"No, never",580.5908,
1.0,1.0,1,January,Male,Yes,"No, never",619.2247,
1.0,1.0,8,August,Male,Yes,"No, never",597.282,
1.0,0.0,2,February,Male,Yes,"No, never",621.8142,
1.0,1.0,8,August,Male,Yes,"No, never",590.7842,
1.0,0.0,7,July,Female,Yes,"No, never",582.3347000000001,
1.0,,9,September,Male,Yes,"No, never",527.255,
1.0,1.0,5,May,Female,Yes,"No, never",541.4691999999999,
1.0,1.0,2,February,Male,Yes,"No, never",631.8162,
1.0,0.0,10,October,Female,Yes,"No, never",479.97860000000003,
1.0,1.0,6,June,Male,Yes,"No, never",563.2148,
1.0,0.0,7,July,Male,Yes,"No, never",575.3554,
1.0,1.0,3,March,Male,Yes,"No, never",547.2402999999999,
1.0,0.0,7,July,Male,Yes,"No, never",478.20290000000006,
1.0,1.0,7,July,Female,Yes,"No, never",612.2155,
1.0,0.0,7,July,Male,Yes,"No, never",561.8032999999999,
1.0,1.0,10,October,Male,Yes,"No, never",604.0716,
1.0,1.0,11,November,Female,Yes,"No, never",517.9277000000001,
1.0,1.0,3,March,Female,Yes,"No, never",568.8687000000001,
1.0,1.0,9,September,Female,Yes,"No, never",511.84350000000006,
1.0,1.0,3,March,Female,Yes,"No, never",574.1933999999999,
1.0,1.0,5,May,Male,Yes,"No, never",549.9209,
1.0,0.0,11,November,Male,Yes,"No, never",608.0522000000001,333.0
1.0,1.0,10,October,Female,Yes,"Yes, once",386.47020000000003,333.0
1.0,1.0,5,May,Male,Yes,"No, never",526.549,333.0
1.0,0.0,5,May,Male,Yes,"No, never",483.6518,333.0
1.0,1.0,2,February,Male,Yes,"No, never",495.5973,333.0
1.0,0.0,4,April,Female,Yes,"Yes, once",428.98699999999997,333.0
1.0,0.0,2,February,Female,Yes,"No, never",570.7817,333.0
1.0,1.0,1,January,Male,Yes,"No, never",621.7371,333.0
1.0,,2,February,Male,Yes,"No, never",466.2389999999999,333.0
1.0,0.0,10,October,Male,Yes,"No, never",393.71940000000006,333.0
,,2,February,Male,Yes,"No, never",523.2775,333.0
1.0,,5,May,Male,Yes,"No, never",478.2751,333.0
1.0,1.0,8,August,Male,Yes,"No, never",561.1095,333.0
1.0,0.0,3,March,Female,Yes,"Yes, once",431.9379,333.0
1.0,1.0,12,December,Female,Yes,"No, never",541.1655,333.0
1.0,0.0,1,January,Female,Yes,"No, never",514.5020999999999,333.0
1.0,0.0,6,June,Male,Yes,"Yes, once",425.48330000000004,333.0
,1.0,1,January,Male,Yes,"No, never",420.776,333.0
1.0,0.0,10,October,Male,Yes,"Yes, once",518.1921,333.0
,,6,June,Male,Yes,"No, never",564.7271,333.0
,,11,November,Male,Yes,"No, never",446.7897,333.0
1.0,1.0,7,July,Female,Yes,"No, never",554.0486000000001,333.0
1.0,1.0,4,April,Female,Yes,"No, never",430.2398999999999,333.0
,,12,December,Male,Yes,"No, never",543.546,333.0
1.0,,12,December,Male,Yes,"No, never",346.2309,333.0
,0.0,9,September,Female,Yes,"No, never",543.3929999999999,333.0
1.0,1.0,12,December,Male,Yes,"No, never",548.2322,333.0
,,4,April,Female,Yes,"No, never",494.434,333.0
1.0,0.0,7,July,Male,,"Yes, once",352.5286,333.0
1.0,,1,January,Female,Yes,"No, never",420.00730000000004,333.0
1.0,,8,August,Female,Yes,"No, never",430.76939999999996,333.0
0.0,0.0,11,November,Female,Yes,"Yes, once",351.54749999999996,645.0
1.0,1.0,3,March,Female,Yes,"No, never",579.6192,645.0
1.0,1.0,5,May,Male,Yes,"Yes, once",519.1834000000001,645.0
1.0,1.0,6,June,Male,Yes,"Yes, once",517.2180999999999,645.0
,1.0,11,November,Male,Yes,"No, never",435.23220000000003,645.0
1.0,1.0,12,December,Female,Yes,"No, never",479.7179,645.0
1.0,1.0,4,April,Male,Yes,"Yes, once",404.8712,645.0
1.0,0.0,10,October,Female,Yes,"Yes, once",317.96540000000005,645.0
1.0,0.0,6,June,Male,Yes,"No, never",469.7043,645.0
1.0,0.0,5,May,Male,Yes,"No, never",547.7623000000001,645.0
1.0,1.0,4,April,Male,Yes,"No, never",536.5361,645.0
1.0,,11,November,Male,Yes,"No, never",513.2245,645.0
1.0,0.0,9,September,Female,Yes,"No, never",464.7356000000001,645.0
,,4,April,Male,Yes,"Yes, once",356.2236,645.0
1.0,1.0,3,March,Male,Yes,"No, never",578.5736,645.0
1.0,1.0,2,February,Female,Yes,"No, never",589.9065999999999,645.0
1.0,1.0,3,March,Male,Yes,"No, never",549.8739999999999,645.0
1.0,0.0,7,July,Female,Yes,"Yes, once",429.23810000000003,645.0
1.0,0.0,7,July,Female,Yes,"No, never",446.10650000000004,645.0
1.0,1.0,7,July,Female,Yes,"No, never",476.1411,645.0
1.0,1.0,9,September,Female,Yes,"No, never",412.8906,645.0
1.0,1.0,2,February,Female,Yes,"Yes, once",408.3721,645.0
1.0,0.0,8,August,Female,Yes,"No, never",406.8786,645.0
1.0,1.0,5,May,Male,Yes,"No, never",505.00739999999996,645.0
1.0,1.0,8,August,Male,Yes,"No, never",536.0163,645.0
0.0,0.0,11,November,Male,Yes,"No, never",571.0644,645.0
0.0,0.0,12,December,Female,Yes,"No, never",437.9477,645.0
1.0,1.0,10,October,Male,Yes,"No, never",530.5249,645.0
1.0,0.0,7,July,Male,Yes,"Yes, once",366.4281,645.0
1.0,1.0,11,November,Male,Yes,"No, never",391.74300000000005,645.0
1.0,0.0,8,August,Female,Yes,"No, never",451.267,645.0
1.0,0.0,4,April,Male,Yes,"Yes, once",382.79319999999996,645.0
1.0,1.0,8,August,Female,Yes,"No, never",488.72220000000004,645.0
1.0,1.0,2,February,Male,Yes,"No, never",442.1777,645.0
1.0,1.0,12,December,Female,Yes,"No, never",433.73069999999996,645.0
1.0,0.0,8,August,Male,Yes,"No, never",515.2906,645.0
1.0,1.0,10,October,Male,Yes,"No, never",515.6982,645.0
,,12,December,Male,Yes,"Yes, once",408.4636,645.0
1.0,0.0,3,March,Female,Yes,"No, never",482.75079999999997,645.0
1.0,1.0,8,August,Male,Yes,"No, never",403.38770000000005,645.0
1.0,1.0,7,July,Female,Yes,"No, never",594.9519,703.0
1.0,0.0,8,August,Male,Yes,"No, never",570.2702,703.0
1.0,0.0,9,September,Male,Yes,"No, never",625.3052,703.0
1.0,1.0,3,March,Male,Yes,"No, never",685.2609,703.0
1.0,1.0,5,May,Female,Yes,"No, never",569.6216999999999,703.0
1.0,1.0,10,October,Male,Yes,"No, never",477.17600000000004,703.0
1.0,1.0,6,June,Male,Yes,"No, never",605.5422,703.0
1.0,1.0,11,November,Male,Yes,"No, never",651.3885,703.0
1.0,0.0,1,January,Male,Yes,"No, never",499.22620000000006,703.0
1.0,1.0,10,October,Male,Yes,"No, never",551.3158000000001,703.0
1.0,1.0,7,July,Male,Yes,"No, never",552.4979999999999,703.0
1.0,1.0,7,July,Female,Yes,"No, never",667.0414999999999,703.0
1.0,1.0,8,August,Female,Yes,"No, never",532.6993,703.0
1.0,1.0,12,December,Female,Yes,"No, never",631.8771,703.0
1.0,1.0,9,September,Female,Yes,"No, never",564.2438999999999,703.0
1.0,1.0,9,September,Male,Yes,"No, never",632.6858,703.0
1.0,1.0,10,October,Female,Yes,"No, never",605.1302,703.0
1.0,1.0,9,September,Male,Yes,"No, never",568.265,703.0
1.0,1.0,11,November,Female,Yes,"No, never",518.0677,703.0
1.0,1.0,1,January,Male,Yes,"No, never",732.961,703.0
1.0,1.0,11,November,Female,Yes,"No, never",655.2688,703.0
1.0,1.0,8,August,Female,Yes,"No, never",605.8084999999999,703.0
1.0,1.0,1,January,Female,Yes,"No, never",523.5684,703.0
1.0,1.0,4,April,Female,Yes,"No, never",466.43190000000004,877.0
1.0,1.0,6,June,Female,Yes,"Yes, once",381.3185,877.0
1.0,0.0,12,December,Female,Yes,"No, never",507.0514999999999,877.0
0.0,0.0,4,April,Female,Yes,"No, never",446.3376,877.0
1.0,1.0,7,July,Male,Yes,"No, never",557.5038999999999,877.0
1.0,1.0,5,May,Female,Yes,"No, never",621.5728999999999,877.0
1.0,1.0,9,September,Male,Yes,"Yes, once",415.59659999999997,877.0
1.0,0.0,4,April,Male,Yes,"No, never",523.0486,877.0
0.0,1.0,2,February,Female,Yes,"Yes, once",424.0964,877.0
0.0,0.0,2,February,Female,Yes,"No, never",549.1025000000001,877.0
1.0,1.0,11,November,Female,Yes,"No, never",521.0023,877.0
1.0,1.0,1,January,Male,Yes,"No, never",539.0801,877.0
1.0,1.0,1,January,Male,Yes,"No, never",495.4309,877.0
0.0,1.0,8,August,Female,Yes,"No, never",457.1321,877.0
1.0,1.0,12,December,Male,Yes,"Yes, once",312.3875,877.0
1.0,0.0,7,July,Female,Yes,"Yes, once",484.3199000000001,877.0
1.0,1.0,8,August,Male,Yes,"Yes, once",443.1396000000001,877.0
1.0,0.0,2,February,Female,Yes,"No, never",477.9579,877.0
1.0,1.0,1,January,Female,Yes,"No, never",495.3088000000001,877.0
1.0,0.0,6,June,Male,Yes,"Yes, twice or more",459.77649999999994,877.0
1.0,1.0,11,November,Female,Yes,"No, never",526.9832,877.0
1.0,1.0,4,April,Female,Yes,"Yes, once",383.0794,877.0
1.0,1.0,10,October,Female,Yes,"Yes, once",385.1323,877.0
1.0,0.0,9,September,Female,Yes,"No, never",476.412,877.0
1.0,1.0,11,November,Female,Yes,"Yes, once",427.2494,877.0
1.0,1.0,9,September,Male,Yes,"No, never",563.2085999999999,877.0
0.0,0.0,11,November,Female,Yes,,345.3707,877.0
0.0,0.0,1,January,Female,Yes,"No, never",536.5002999999999,877.0
1.0,0.0,8,August,Male,Yes,"No, never",465.1781,877.0
0.0,0.0,3,March,Female,Yes,"No, never",418.97650000000004,877.0
1.0,0.0,11,November,Female,Yes,"No, never",533.3082999999999,877.0
0.0,0.0,8,August,Male,Yes,"Yes, once",358.393,877.0
1.0,0.0,7,July,Male,Yes,"No, never",524.3363999999999,877.0
1.0,0.0,7,July,Female,Yes,"No, never",531.0910000000001,877.0
1.0,1.0,1,January,Male,Yes,"No, never",497.85020000000003,877.0
1.0,0.0,1,January,Female,Yes,"No, never",443.3233,877.0
1.0,1.0,6,June,Female,Yes,"No, never",547.7827,877.0
1.0,0.0,4,April,Male,Yes,"No, never",572.1714,877.0
1.0,,3,March,Male,Yes,"Yes, once",458.0349,877.0
1.0,1.0,9,September,Female,Yes,"No, never",460.83590000000004,152.0
1.0,1.0,3,March,Female,Yes,"No, never",525.4871999999999,152.0
1.0,1.0,1,January,Female,Yes,"No, never",591.1238999999999,152.0
1.0,1.0,5,May,Female,Yes,"No, never",463.3915,152.0
1.0,1.0,9,September,Male,Yes,"No, never",613.7822,152.0
1.0,0.0,12,December,Female,Yes,"No, never",528.8969,152.0
1.0,1.0,9,September,Female,Yes,"No, never",508.48690000000005,152.0
1.0,1.0,4,April,Female,Yes,"No, never",512.1213,152.0
1.0,1.0,8,August,Female,Yes,"No, never",453.3971,152.0
1.0,1.0,5,May,Female,Yes,"No, never",484.8499,152.0
1.0,1.0,9,September,Male,Yes,"No, never",534.1025000000001,152.0
1.0,1.0,11,November,Male,Yes,"No, never",539.2715,152.0
1.0,1.0,7,July,Male,Yes,"No, never",580.9586,152.0
1.0,1.0,5,May,Female,Yes,"No, never",490.6893,152.0
1.0,1.0,8,August,Female,Yes,"No, never",648.8761000000001,152.0
1.0,1.0,9,September,Male,Yes,"No, never",600.9711000000001,152.0
1.0,1.0,3,March,Female,Yes,"No, never",576.1858,152.0
1.0,1.0,11,November,Female,Yes,"No, never",541.2958,152.0
1.0,1.0,5,May,Male,Yes,"No, never",568.5366000000001,152.0
0.0,0.0,9,September,Male,Yes,"No, never",539.9879000000001,152.0
1.0,1.0,7,July,Female,Yes,"No, never",538.5827,152.0
1.0,,7,July,Male,Yes,"No, never",603.8186,152.0
1.0,0.0,12,December,Female,Yes,"No, never",550.7408,152.0
1.0,1.0,10,October,Male,Yes,"No, never",501.1897,152.0
1.0,1.0,11,November,Male,Yes,"No, never",517.0287999999999,152.0
1.0,1.0,4,April,Male,Yes,"No, never",442.30649999999997,152.0
1.0,1.0,10,October,Female,Yes,"No, never",553.6152,152.0
1.0,0.0,8,August,Male,Yes,"No, never",503.6955,152.0
1.0,1.0,7,July,Male,Yes,"No, never",591.6288,152.0
1.0,1.0,7,July,Male,Yes,"No, never",516.4242,152.0
1.0,1.0,8,August,Female,Yes,"No, never",558.9646,152.0
1.0,1.0,7,July,Male,Yes,"No, never",598.78,152.0
1.0,1.0,5,May,Male,Yes,"No, never",650.0766,152.0
1.0,1.0,10,October,Male,Yes,"No, never",582.2176000000001,152.0
1.0,1.0,10,October,Female,Yes,"No, never",561.2215,152.0
1.0,0.0,5,May,Female,Yes,"No, never",535.0431,152.0
1.0,1.0,11,November,Male,Yes,"No, never",459.38590000000005,152.0
1.0,0.0,9,September,Male,Yes,"No, never",460.3343,152.0
1.0,1.0,8,August,Female,Yes,"No, never",559.9680000000001,152.0
1.0,1.0,12,December,Male,Yes,"No, never",461.5969,152.0
1.0,1.0,10,October,Male,Yes,"No, never",574.3383,482.0
1.0,0.0,4,April,Male,Yes,"No, never",460.9978000000001,482.0
